text,label,category,template_group,source
SMS received: Your bank account is blocked due to KYC failure. Share OTP and debit card details now to prevent permanent closure.,1,financial_fraud,1:financial_fraud:0,curated_scam_pattern_template
"SMS received: Mom, I lost my phone and I am in police custody. Send Rs 2 lakhs to this number urgently and do not call anyone.",1,impersonation,1:impersonation:0,curated_scam_pattern_template
"SMS received: Dear customer, RBI has ordered urgent KYC refresh. Provide Aadhaar OTP to keep your account active.",1,kyc_otp,1:kyc_otp:0,curated_scam_pattern_template
SMS received: Customs seized a parcel in your name containing illegal substances. Pay clearance deposit or face arrest.,1,parcel_customs,1:parcel_customs:0,curated_scam_pattern_template
"SMS received: Earn Rs 2 lakhs daily from home with guaranteed trading returns. Deposit Rs 12,000 to unlock tasks.",1,job_investment,1:job_investment:0,curated_scam_pattern_template
SMS received: An arrest warrant has been issued under IT Act Section 66. Transfer Rs 2 lakhs to the safe custody account within 45 minutes to avoid immediate arrest.,1,digital_arrest,1:digital_arrest:1,curated_scam_pattern_template
"SMS received: Congratulations, you won Rs 2 lakhs in a government lottery. Pay processing fee today to claim the prize.",1,financial_fraud,1:financial_fraud:1,curated_scam_pattern_template
SMS received: This is electricity board. Your bill is overdue and power will be disconnected in 45 minutes unless you pay this link.,1,impersonation,1:impersonation:1,curated_scam_pattern_template
SMS received: Your SIM will be deactivated in 45 minutes. Share the OTP sent by TRAI to keep services running.,1,kyc_otp,1:kyc_otp:1,curated_scam_pattern_template
SMS received: A narcotics case is registered against your shipment. Join video verification and keep the matter secret.,1,parcel_customs,1:parcel_customs:1,curated_scam_pattern_template
SMS received: Your job application is selected. Pay refundable security fee before the interview slot expires.,1,job_investment,1:job_investment:1,curated_scam_pattern_template
SMS received: Your PAN was used for illegal accounts. We are starting digital arrest verification. Disconnecting will be treated as obstruction of justice.,1,digital_arrest,1:digital_arrest:2,curated_scam_pattern_template
SMS received: Your UPI account has suspicious debits. Send Rs 1 to this verification ID and share the confirmation code.,1,financial_fraud,1:financial_fraud:2,curated_scam_pattern_template
SMS received: I am from tech support. Your computer is infected. Install remote access so I can secure your bank account.,1,impersonation,1:impersonation:2,curated_scam_pattern_template
SMS received: Your wallet is under review. Upload PAN and send OTP to release your frozen balance.,1,kyc_otp,1:kyc_otp:2,curated_scam_pattern_template
"SMS received: Your international courier has banned items. Transfer Rs 12,000 for legal clearance within 45 minutes.",1,parcel_customs,1:parcel_customs:2,curated_scam_pattern_template
SMS received: Join our crypto group for risk-free returns. Transfer funds to the analyst account for premium access.,1,job_investment,1:job_investment:2,curated_scam_pattern_template
SMS received: Cyber Cell has found your mobile number in a terror funding file. This call is confidential and your family must not be told.,1,digital_arrest,1:digital_arrest:3,curated_scam_pattern_template
"SMS received: You are approved for a zero-interest loan. Pay Rs 12,000 upfront to activate disbursal immediately.",1,financial_fraud,1:financial_fraud:3,curated_scam_pattern_template
SMS received: This is courier support. Your expensive order will be cancelled unless you verify bank details now.,1,impersonation,1:impersonation:3,curated_scam_pattern_template
SMS received: Bank security detected a login. Share OTP so we can block the fraudulent transaction.,1,kyc_otp,1:kyc_otp:3,curated_scam_pattern_template
SMS received: Airport customs found fake passports in your parcel. Cooperate with the officer or a warrant will be issued.,1,parcel_customs,1:parcel_customs:3,curated_scam_pattern_template
SMS received: You have been chosen for a government work-from-home scheme. Pay registration fee to receive equipment.,1,job_investment,1:job_investment:3,curated_scam_pattern_template
SMS received: CBI headquarters is recording this call. You must prove innocence through asset verification before officers reach your location.,1,digital_arrest,1:digital_arrest:4,curated_scam_pattern_template
SMS received: Your credit limit can be increased today. Confirm CVV and OTP for verification with the bank officer.,1,financial_fraud,1:financial_fraud:4,curated_scam_pattern_template
SMS received: I am calling from your school office. Your child has an emergency; transfer money for immediate treatment.,1,impersonation,1:impersonation:4,curated_scam_pattern_template
SMS received: Your insurance policy is suspended. Verify KYC through this link and confirm OTP.,1,kyc_otp,1:kyc_otp:4,curated_scam_pattern_template
SMS received: A courier from Thailand has drugs linked to your Aadhaar. Do not contact family while we investigate.,1,parcel_customs,1:parcel_customs:4,curated_scam_pattern_template
SMS received: Complete paid rating tasks today. Deposit a small amount first to activate high-value commissions.,1,job_investment,1:job_investment:4,curated_scam_pattern_template
WhatsApp message: This is Officer Khan from Cyber Crime Branch. Your Aadhaar is linked to money laundering case DL-9081. Stay on this video call and do not inform anyone.,1,digital_arrest,1:digital_arrest:0,curated_scam_pattern_template
WhatsApp message: Your bank account is blocked due to KYC failure. Share OTP and debit card details now to prevent permanent closure.,1,financial_fraud,1:financial_fraud:0,curated_scam_pattern_template
"WhatsApp message: Mom, I lost my phone and I am in police custody. Send Rs 75,000 to this number urgently and do not call anyone.",1,impersonation,1:impersonation:0,curated_scam_pattern_template
"WhatsApp message: Dear customer, RBI has ordered urgent KYC refresh. Provide Aadhaar OTP to keep your account active.",1,kyc_otp,1:kyc_otp:0,curated_scam_pattern_template
WhatsApp message: Customs seized a parcel in your name containing illegal substances. Pay clearance deposit or face arrest.,1,parcel_customs,1:parcel_customs:0,curated_scam_pattern_template
"WhatsApp message: Earn Rs 75,000 daily from home with guaranteed trading returns. Deposit Rs 2,500 to unlock tasks.",1,job_investment,1:job_investment:0,curated_scam_pattern_template
"WhatsApp message: An arrest warrant has been issued under FEMA compliance rule. Transfer Rs 75,000 to the safe custody account within 60 minutes to avoid immediate arrest.",1,digital_arrest,1:digital_arrest:1,curated_scam_pattern_template
"WhatsApp message: Congratulations, you won Rs 75,000 in a government lottery. Pay processing fee today to claim the prize.",1,financial_fraud,1:financial_fraud:1,curated_scam_pattern_template
WhatsApp message: This is electricity board. Your bill is overdue and power will be disconnected in 60 minutes unless you pay this link.,1,impersonation,1:impersonation:1,curated_scam_pattern_template
WhatsApp message: Your SIM will be deactivated in 60 minutes. Share the OTP sent by TRAI to keep services running.,1,kyc_otp,1:kyc_otp:1,curated_scam_pattern_template
WhatsApp message: A narcotics case is registered against your shipment. Join video verification and keep the matter secret.,1,parcel_customs,1:parcel_customs:1,curated_scam_pattern_template
WhatsApp message: Your job application is selected. Pay refundable security fee before the interview slot expires.,1,job_investment,1:job_investment:1,curated_scam_pattern_template
WhatsApp message: Your PAN was used for illegal accounts. We are starting digital arrest verification. Disconnecting will be treated as obstruction of justice.,1,digital_arrest,1:digital_arrest:2,curated_scam_pattern_template
WhatsApp message: Your UPI account has suspicious debits. Send Rs 1 to this verification ID and share the confirmation code.,1,financial_fraud,1:financial_fraud:2,curated_scam_pattern_template
WhatsApp message: I am from tech support. Your computer is infected. Install remote access so I can secure your bank account.,1,impersonation,1:impersonation:2,curated_scam_pattern_template
WhatsApp message: Your wallet is under review. Upload PAN and send OTP to release your frozen balance.,1,kyc_otp,1:kyc_otp:2,curated_scam_pattern_template
"WhatsApp message: Your international courier has banned items. Transfer Rs 2,500 for legal clearance within 60 minutes.",1,parcel_customs,1:parcel_customs:2,curated_scam_pattern_template
WhatsApp message: Join our crypto group for risk-free returns. Transfer funds to the analyst account for premium access.,1,job_investment,1:job_investment:2,curated_scam_pattern_template
WhatsApp message: Cyber Cell has found your mobile number in a terror funding file. This call is confidential and your family must not be told.,1,digital_arrest,1:digital_arrest:3,curated_scam_pattern_template
"WhatsApp message: You are approved for a zero-interest loan. Pay Rs 2,500 upfront to activate disbursal immediately.",1,financial_fraud,1:financial_fraud:3,curated_scam_pattern_template
WhatsApp message: This is courier support. Your expensive order will be cancelled unless you verify bank details now.,1,impersonation,1:impersonation:3,curated_scam_pattern_template
WhatsApp message: Bank security detected a login. Share OTP so we can block the fraudulent transaction.,1,kyc_otp,1:kyc_otp:3,curated_scam_pattern_template
WhatsApp message: Airport customs found fake passports in your parcel. Cooperate with the officer or a warrant will be issued.,1,parcel_customs,1:parcel_customs:3,curated_scam_pattern_template
WhatsApp message: You have been chosen for a government work-from-home scheme. Pay registration fee to receive equipment.,1,job_investment,1:job_investment:3,curated_scam_pattern_template
WhatsApp message: CBI headquarters is recording this call. You must prove innocence through asset verification before officers reach your location.,1,digital_arrest,1:digital_arrest:4,curated_scam_pattern_template
WhatsApp message: Your credit limit can be increased today. Confirm CVV and OTP for verification with the bank officer.,1,financial_fraud,1:financial_fraud:4,curated_scam_pattern_template
WhatsApp message: I am calling from your school office. Your child has an emergency; transfer money for immediate treatment.,1,impersonation,1:impersonation:4,curated_scam_pattern_template
WhatsApp message: Your insurance policy is suspended. Verify KYC through this link and confirm OTP.,1,kyc_otp,1:kyc_otp:4,curated_scam_pattern_template
WhatsApp message: A courier from Thailand has drugs linked to your Aadhaar. Do not contact family while we investigate.,1,parcel_customs,1:parcel_customs:4,curated_scam_pattern_template
WhatsApp message: Complete paid rating tasks today. Deposit a small amount first to activate high-value commissions.,1,job_investment,1:job_investment:4,curated_scam_pattern_template
Voice-note transcript: This is Senior Officer Iyer from Narcotics Bureau. Your Aadhaar is linked to money laundering case IR-7812. Stay on this video call and do not inform anyone.,1,digital_arrest,1:digital_arrest:0,curated_scam_pattern_template
Voice-note transcript: Your bank account is blocked due to KYC failure. Share OTP and debit card details now to prevent permanent closure.,1,financial_fraud,1:financial_fraud:0,curated_scam_pattern_template
"Voice-note transcript: Mom, I lost my phone and I am in police custody. Send Rs 1 lakh to this number urgently and do not call anyone.",1,impersonation,1:impersonation:0,curated_scam_pattern_template
"Voice-note transcript: Dear customer, RBI has ordered urgent KYC refresh. Provide Aadhaar OTP to keep your account active.",1,kyc_otp,1:kyc_otp:0,curated_scam_pattern_template
Voice-note transcript: Customs seized a parcel in your name containing illegal substances. Pay clearance deposit or face arrest.,1,parcel_customs,1:parcel_customs:0,curated_scam_pattern_template
"Voice-note transcript: Earn Rs 1 lakh daily from home with guaranteed trading returns. Deposit Rs 7,500 to unlock tasks.",1,job_investment,1:job_investment:0,curated_scam_pattern_template
Voice-note transcript: An arrest warrant has been issued under Customs Act. Transfer Rs 1 lakh to the safe custody account within 20 minutes to avoid immediate arrest.,1,digital_arrest,1:digital_arrest:1,curated_scam_pattern_template
"Voice-note transcript: Congratulations, you won Rs 1 lakh in a government lottery. Pay processing fee today to claim the prize.",1,financial_fraud,1:financial_fraud:1,curated_scam_pattern_template
Voice-note transcript: This is electricity board. Your bill is overdue and power will be disconnected in 20 minutes unless you pay this link.,1,impersonation,1:impersonation:1,curated_scam_pattern_template
Voice-note transcript: Your SIM will be deactivated in 20 minutes. Share the OTP sent by TRAI to keep services running.,1,kyc_otp,1:kyc_otp:1,curated_scam_pattern_template
Voice-note transcript: A narcotics case is registered against your shipment. Join video verification and keep the matter secret.,1,parcel_customs,1:parcel_customs:1,curated_scam_pattern_template
Voice-note transcript: Your job application is selected. Pay refundable security fee before the interview slot expires.,1,job_investment,1:job_investment:1,curated_scam_pattern_template
Voice-note transcript: Your PAN was used for illegal accounts. We are starting digital arrest verification. Disconnecting will be treated as obstruction of justice.,1,digital_arrest,1:digital_arrest:2,curated_scam_pattern_template
Voice-note transcript: Your UPI account has suspicious debits. Send Rs 1 to this verification ID and share the confirmation code.,1,financial_fraud,1:financial_fraud:2,curated_scam_pattern_template
Voice-note transcript: I am from tech support. Your computer is infected. Install remote access so I can secure your bank account.,1,impersonation,1:impersonation:2,curated_scam_pattern_template
Voice-note transcript: Your wallet is under review. Upload PAN and send OTP to release your frozen balance.,1,kyc_otp,1:kyc_otp:2,curated_scam_pattern_template
"Voice-note transcript: Your international courier has banned items. Transfer Rs 7,500 for legal clearance within 20 minutes.",1,parcel_customs,1:parcel_customs:2,curated_scam_pattern_template
Voice-note transcript: Join our crypto group for risk-free returns. Transfer funds to the analyst account for premium access.,1,job_investment,1:job_investment:2,curated_scam_pattern_template
Voice-note transcript: Cyber Cell has found your mobile number in a terror funding file. This call is confidential and your family must not be told.,1,digital_arrest,1:digital_arrest:3,curated_scam_pattern_template
"Voice-note transcript: You are approved for a zero-interest loan. Pay Rs 7,500 upfront to activate disbursal immediately.",1,financial_fraud,1:financial_fraud:3,curated_scam_pattern_template
Voice-note transcript: This is courier support. Your expensive order will be cancelled unless you verify bank details now.,1,impersonation,1:impersonation:3,curated_scam_pattern_template
Voice-note transcript: Bank security detected a login. Share OTP so we can block the fraudulent transaction.,1,kyc_otp,1:kyc_otp:3,curated_scam_pattern_template
Voice-note transcript: Airport customs found fake passports in your parcel. Cooperate with the officer or a warrant will be issued.,1,parcel_customs,1:parcel_customs:3,curated_scam_pattern_template
Voice-note transcript: You have been chosen for a government work-from-home scheme. Pay registration fee to receive equipment.,1,job_investment,1:job_investment:3,curated_scam_pattern_template
Voice-note transcript: CBI headquarters is recording this call. You must prove innocence through asset verification before officers reach your location.,1,digital_arrest,1:digital_arrest:4,curated_scam_pattern_template
Voice-note transcript: Your credit limit can be increased today. Confirm CVV and OTP for verification with the bank officer.,1,financial_fraud,1:financial_fraud:4,curated_scam_pattern_template
Voice-note transcript: I am calling from your school office. Your child has an emergency; transfer money for immediate treatment.,1,impersonation,1:impersonation:4,curated_scam_pattern_template
Voice-note transcript: Your insurance policy is suspended. Verify KYC through this link and confirm OTP.,1,kyc_otp,1:kyc_otp:4,curated_scam_pattern_template
Voice-note transcript: A courier from Thailand has drugs linked to your Aadhaar. Do not contact family while we investigate.,1,parcel_customs,1:parcel_customs:4,curated_scam_pattern_template
Voice-note transcript: Complete paid rating tasks today. Deposit a small amount first to activate high-value commissions.,1,job_investment,1:job_investment:4,curated_scam_pattern_template
Phone call transcript: Thank you for calling State Bank. Your statement is available in the official app. We will never ask for OTP or CVV.,0,bank_service,0:bank_service:0,curated_scam_pattern_template
Phone call transcript: Your order is out for delivery today. Please keep the delivery code ready when the agent reaches your gate.,0,delivery_service,0:delivery_service:0,curated_scam_pattern_template
Phone call transcript: Your appointment with Dr. Mehta is confirmed for July 15. Please bring previous reports.,0,health_school,0:health_school:0,curated_scam_pattern_template
"Phone call transcript: Your electricity bill of Rs 50,000 is due on July 15. Pay using the official portal or authorized counter.",0,utilities,0:utilities:0,curated_scam_pattern_template
Phone call transcript: Your train ticket PNR CR-4521 is confirmed. Coach and berth details are available in the official message.,0,travel_government,0:travel_government:0,curated_scam_pattern_template
Phone call transcript: Thank you for visiting our showroom. The quotation has been sent to your registered email.,0,commerce,0:commerce:0,curated_scam_pattern_template
Phone call transcript: Your cheque book request has been accepted. It will be delivered to your registered address in 5 to 7 working days.,0,bank_service,0:bank_service:1,curated_scam_pattern_template
Phone call transcript: Your return request has been approved. Refund will be credited to the original payment method.,0,delivery_service,0:delivery_service:1,curated_scam_pattern_template
Phone call transcript: Parent-teacher meeting is scheduled this Saturday at 11 AM. Please confirm attendance with the school office.,0,health_school,0:health_school:1,curated_scam_pattern_template
Phone call transcript: Water tank cleaning is planned on Wednesday. Please store water for household use.,0,utilities,0:utilities:1,curated_scam_pattern_template
Phone call transcript: Passport appointment is scheduled for July 15. Carry original documents to the Seva Kendra.,0,travel_government,0:travel_government:1,curated_scam_pattern_template
Phone call transcript: Your product warranty is valid for two years. Keep the invoice for service requests.,0,commerce,0:commerce:1,curated_scam_pattern_template
"Phone call transcript: A debit of Rs 50,000 was made yesterday. If this was not you, please visit the branch or call the official number.",0,bank_service,0:bank_service:2,curated_scam_pattern_template
Phone call transcript: The courier partner could not reach you. Please reschedule delivery from the official tracking page.,0,delivery_service,0:delivery_service:2,curated_scam_pattern_template
Phone call transcript: Your lab report is ready for pickup. The clinic will not ask for banking information.,0,health_school,0:health_school:2,curated_scam_pattern_template
Phone call transcript: Your mobile plan renewal is due tomorrow. Recharge from the official app or store.,0,utilities,0:utilities:2,curated_scam_pattern_template
Phone call transcript: Property tax receipt has been generated. Download it from the municipal website.,0,travel_government,0:travel_government:2,curated_scam_pattern_template
Phone call transcript: Your restaurant table booking is confirmed for tonight. No advance transfer is required.,0,commerce,0:commerce:2,curated_scam_pattern_template
"Phone call transcript: Your credit card bill is due on July 15. Pay through the official app, website, or nearest branch.",0,bank_service,0:bank_service:3,curated_scam_pattern_template
Phone call transcript: Your package is delayed due to weather. No payment or bank details are required for delivery.,0,delivery_service,0:delivery_service:3,curated_scam_pattern_template
Phone call transcript: Vaccination camp is scheduled at the community center. Registration is free at the reception desk.,0,health_school,0:health_school:3,curated_scam_pattern_template
Phone call transcript: Gas booking has been confirmed. Delivery person will carry the printed bill.,0,utilities,0:utilities:3,curated_scam_pattern_template
Phone call transcript: Your driving license renewal slot is booked. Fee payment is only through the official portal.,0,travel_government,0:travel_government:3,curated_scam_pattern_template
Phone call transcript: Your gym membership expires this month. Renewal can be done at reception or the official site.,0,commerce,0:commerce:3,curated_scam_pattern_template
Phone call transcript: Your fixed deposit renewal receipt is available. Please keep the reference number for your records.,0,bank_service,0:bank_service:4,curated_scam_pattern_template
Phone call transcript: Your grocery order has been packed and will arrive between 2 PM and 4 PM.,0,delivery_service,0:delivery_service:4,curated_scam_pattern_template
Phone call transcript: Your pharmacy refill is ready. Please collect it with the prescription slip.,0,health_school,0:health_school:4,curated_scam_pattern_template
Phone call transcript: Broadband maintenance is scheduled tonight from 1 AM to 3 AM. Service may be interrupted.,0,utilities,0:utilities:4,curated_scam_pattern_template
Phone call transcript: Aadhaar update appointment is confirmed. No OTP sharing is required with any caller.,0,travel_government,0:travel_government:4,curated_scam_pattern_template
Phone call transcript: Your insurance advisor can schedule an annual policy review next week.,0,commerce,0:commerce:4,curated_scam_pattern_template
SMS received: Thank you for calling HDFC Bank. Your statement is available in the official app. We will never ask for OTP or CVV.,0,bank_service,0:bank_service:0,curated_scam_pattern_template
SMS received: Your order is out for delivery today. Please keep the delivery code ready when the agent reaches your gate.,0,delivery_service,0:delivery_service:0,curated_scam_pattern_template
SMS received: Your appointment with Dr. Patel is confirmed for August 2. Please bring previous reports.,0,health_school,0:health_school:0,curated_scam_pattern_template
SMS received: Your electricity bill of Rs 2 lakhs is due on August 2. Pay using the official portal or authorized counter.,0,utilities,0:utilities:0,curated_scam_pattern_template
SMS received: Your train ticket PNR PNR452178 is confirmed. Coach and berth details are available in the official message.,0,travel_government,0:travel_government:0,curated_scam_pattern_template
SMS received: Thank you for visiting our showroom. The quotation has been sent to your registered email.,0,commerce,0:commerce:0,curated_scam_pattern_template
SMS received: Your cheque book request has been accepted. It will be delivered to your registered address in 5 to 7 working days.,0,bank_service,0:bank_service:1,curated_scam_pattern_template
SMS received: Your return request has been approved. Refund will be credited to the original payment method.,0,delivery_service,0:delivery_service:1,curated_scam_pattern_template
SMS received: Parent-teacher meeting is scheduled this Saturday at 11 AM. Please confirm attendance with the school office.,0,health_school,0:health_school:1,curated_scam_pattern_template
SMS received: Water tank cleaning is planned on Wednesday. Please store water for household use.,0,utilities,0:utilities:1,curated_scam_pattern_template
SMS received: Passport appointment is scheduled for August 2. Carry original documents to the Seva Kendra.,0,travel_government,0:travel_government:1,curated_scam_pattern_template
SMS received: Your product warranty is valid for two years. Keep the invoice for service requests.,0,commerce,0:commerce:1,curated_scam_pattern_template
"SMS received: A debit of Rs 2 lakhs was made yesterday. If this was not you, please visit the branch or call the official number.",0,bank_service,0:bank_service:2,curated_scam_pattern_template
SMS received: The courier partner could not reach you. Please reschedule delivery from the official tracking page.,0,delivery_service,0:delivery_service:2,curated_scam_pattern_template
SMS received: Your lab report is ready for pickup. The clinic will not ask for banking information.,0,health_school,0:health_school:2,curated_scam_pattern_template
SMS received: Your mobile plan renewal is due tomorrow. Recharge from the official app or store.,0,utilities,0:utilities:2,curated_scam_pattern_template
SMS received: Property tax receipt has been generated. Download it from the municipal website.,0,travel_government,0:travel_government:2,curated_scam_pattern_template
SMS received: Your restaurant table booking is confirmed for tonight. No advance transfer is required.,0,commerce,0:commerce:2,curated_scam_pattern_template
"SMS received: Your credit card bill is due on August 2. Pay through the official app, website, or nearest branch.",0,bank_service,0:bank_service:3,curated_scam_pattern_template
SMS received: Your package is delayed due to weather. No payment or bank details are required for delivery.,0,delivery_service,0:delivery_service:3,curated_scam_pattern_template
SMS received: Vaccination camp is scheduled at the community center. Registration is free at the reception desk.,0,health_school,0:health_school:3,curated_scam_pattern_template
SMS received: Gas booking has been confirmed. Delivery person will carry the printed bill.,0,utilities,0:utilities:3,curated_scam_pattern_template
SMS received: Your driving license renewal slot is booked. Fee payment is only through the official portal.,0,travel_government,0:travel_government:3,curated_scam_pattern_template
SMS received: Your gym membership expires this month. Renewal can be done at reception or the official site.,0,commerce,0:commerce:3,curated_scam_pattern_template
SMS received: Your fixed deposit renewal receipt is available. Please keep the reference number for your records.,0,bank_service,0:bank_service:4,curated_scam_pattern_template
SMS received: Your grocery order has been packed and will arrive between 2 PM and 4 PM.,0,delivery_service,0:delivery_service:4,curated_scam_pattern_template
SMS received: Your pharmacy refill is ready. Please collect it with the prescription slip.,0,health_school,0:health_school:4,curated_scam_pattern_template
SMS received: Broadband maintenance is scheduled tonight from 1 AM to 3 AM. Service may be interrupted.,0,utilities,0:utilities:4,curated_scam_pattern_template
SMS received: Aadhaar update appointment is confirmed. No OTP sharing is required with any caller.,0,travel_government,0:travel_government:4,curated_scam_pattern_template
SMS received: Your insurance advisor can schedule an annual policy review next week.,0,commerce,0:commerce:4,curated_scam_pattern_template
WhatsApp message: Thank you for calling ICICI Bank. Your statement is available in the official app. We will never ask for OTP or CVV.,0,bank_service,0:bank_service:0,curated_scam_pattern_template
WhatsApp message: Your order is out for delivery today. Please keep the delivery code ready when the agent reaches your gate.,0,delivery_service,0:delivery_service:0,curated_scam_pattern_template
WhatsApp message: Your appointment with Dr. Rao is confirmed for September 10. Please bring previous reports.,0,health_school,0:health_school:0,curated_scam_pattern_template
"WhatsApp message: Your electricity bill of Rs 75,000 is due on September 10. Pay using the official portal or authorized counter.",0,utilities,0:utilities:0,curated_scam_pattern_template
WhatsApp message: Your train ticket PNR DL-9081 is confirmed. Coach and berth details are available in the official message.,0,travel_government,0:travel_government:0,curated_scam_pattern_template
WhatsApp message: Thank you for visiting our showroom. The quotation has been sent to your registered email.,0,commerce,0:commerce:0,curated_scam_pattern_template
WhatsApp message: Your cheque book request has been accepted. It will be delivered to your registered address in 5 to 7 working days.,0,bank_service,0:bank_service:1,curated_scam_pattern_template
WhatsApp message: Your return request has been approved. Refund will be credited to the original payment method.,0,delivery_service,0:delivery_service:1,curated_scam_pattern_template
WhatsApp message: Parent-teacher meeting is scheduled this Saturday at 11 AM. Please confirm attendance with the school office.,0,health_school,0:health_school:1,curated_scam_pattern_template
WhatsApp message: Water tank cleaning is planned on Wednesday. Please store water for household use.,0,utilities,0:utilities:1,curated_scam_pattern_template
WhatsApp message: Passport appointment is scheduled for September 10. Carry original documents to the Seva Kendra.,0,travel_government,0:travel_government:1,curated_scam_pattern_template
WhatsApp message: Your product warranty is valid for two years. Keep the invoice for service requests.,0,commerce,0:commerce:1,curated_scam_pattern_template
"WhatsApp message: A debit of Rs 75,000 was made yesterday. If this was not you, please visit the branch or call the official number.",0,bank_service,0:bank_service:2,curated_scam_pattern_template
WhatsApp message: The courier partner could not reach you. Please reschedule delivery from the official tracking page.,0,delivery_service,0:delivery_service:2,curated_scam_pattern_template
